cid,url,catalog_year,course_id,title,credits,attempts,department,Description,Prerequisite(s),Schedule Type,Hours of Lecture or Seminar per week,Hours of Lab or Studio per week,When Offered,Notes,Grading,Corequisite(s)
MBA734,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305188,2016-2017,MBA 734,Electronic Commerce and E-Business,0-3,Repeatable within Degree for Credit,School of Business,ÊExamines data driven decision making. Covers both predictive and descriptive analytics techniques commonly used in businesses.,"Completion of MBA core requirements, or permission of instructor.",LEC,3,0,Spring,,Graduate Special.,
MBA737,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305190,2016-2017,MBA 737,Information Technology Governance and Policy,0-3,Repeatable within Degree for Credit,School of Business,.ÊThis course covers business analytics using advanced data mining methods for the purposes of developing predictive models and forecasting. The course will develop concept of feature selection to identify what dimensions to best use for constructing decision making models.ÊEquivalent to GBUS 739.,Completion of MBA or MSA core requirements or permission of the program director.,LEC,3,0,,,Graduate Special.,
MBA738,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305191,2016-2017,MBA 738,Data Mining for Business Analytics,0-3,Repeatable within Degree for Credit,School of Business,"ÊFocuses on developing understanding of corporate governance issues and ethical decision-making. Topics include examination of internal and external and international governance issues, and ethical analysis in current business environment.Equivalent to ACCT 742","Completion of MBA core requirements, or permission of instructor.",LEC,3,0,Fall,,Graduate Special.,
MBA739,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=318128,2016-2017,MBA 739,Advanced Data Mining for Business Analytics,3,Not Repeatable for Credit,School of Business,"ÊIntroduces strategies and techniques for fraud prevention and detection. Focuses on financial fraud such as bribery, contract rigging and kickbacks, embezzlement, fraudulent financial reporting, payroll fraud, and misappropriation of inventory and other assets.Equivalent to ACCT 636, GBUS 744.",Grade of B or higher in MBA 738 or equivalent.,LEC,3,0,"Fall, Spring",,,
MBA742,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305193,2016-2017,MBA 742,Corporate Governance and Ethics,0-3,Repeatable within Degree for Credit,School of Business,"ÊExamines accounting from an international perspective, including the study of various functional areas of accounting across countries and the reporting requirements encountered by companies engaged in international trade and making foreign direct investments.Equivalent to ACCT 745","Admission to MSA or MBA program, or permission of program director.",LEC,3,0,Spring,,Graduate Special.,
MBA744,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305195,2016-2017,MBA 744,Fraud Examination,0-3,Repeatable within Degree for Credit,School of Business,"ÊOverview of real estate assets, markets, and decisions. Emphasizes development of analytical techniques and information required for implementation. Includes legal, economic, and public policy perspectives.Equivalent to GBUS 746; GSOM 746.","Admission to MSA or MBA program, or permission of program director.",LEC,3,0,Fall,,Graduate Special.,
MBA745,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305196,2016-2017,MBA 745,International Financial Reporting,0-3,Repeatable within Degree for Credit,School of Business,"ÊExamines financing of residential and income-producing real estate from perspectives of both suppliers and users of funds. Focuses on financing alternatives, primary and secondary markets, and decision implications of available arrangements.Equivalent to GBUS 747; GSOM 747.","Completion of MBA or MSA core requirements, or permission of program director.",LEC,3,0,,,Graduate Special.,
MBA746,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305197,2016-2017,MBA 746,Real Estate Analysis and Valuation,0-3,Repeatable within Degree for Credit,School of Business,ÊDevelops frameworks for analyzing decisions about investing in real estate assets. Focuses on acquisition and analysis of information required to evaluate potential performance of assets. Applications of theories and techniques through case studies.Equivalent to GBUS 748; GSOM 748.,Completion of MBA or MSA core requirements or permission of the program director.,LEC,3,0,,,Graduate Special.,
MBA747,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305198,2016-2017,MBA 747,Real Estate Finance,0-3,Repeatable within Degree for Credit,School of Business,"ÊAn advanced course in entrepreneurship focused on discovery and development of an achievable business concept. The centerpiece of the course is development of the formal business plan and associated presentation materials. Students are assigned to teams and must hypothesize a new business, research and test their hypothesis, and develop a comprehensive written business plan. The plan must be for an actual business that the students intend to start upon the successful completion of the course. Technology-based projects are encouraged, but not required. Because the course is cross-listed with IT&E and the School of Business, most teams will include both engineering and business students. Weekly presentations of the team's progress are required.",Completion of MBA or MSA core requirements or permission of the program director.,LEC,3,0,,,Graduate Special.,
MBA748,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305199,2016-2017,MBA 748,Real Estate Investment,0-3,Repeatable within Degree for Credit,School of Business,ÊApplies MBA core courses to global business enterprise through site visits to facilities located outside the United States.,Completion of MBA or MSA core requirements or permission of the program director.,LEC,3,0,,,Graduate Special.,
MBA752,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305200,2016-2017,MBA 752,Turning Ideas into Successful Companies,0-3,Repeatable within Degree for Credit,School of Business,ÊApproval by faculty member and MBA program director required prior to registration. Studies specialized topics in business administration not otherwise available in curriculum.,Completion of MBA or MSA core requirements or permission of the program director.,LEC,3,0,Spring,,Graduate Special.,
MBA795,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305201,2016-2017,MBA 795,Global Business Perspectives,0-3,Repeatable within Degree for Credit,School of Business,ÊSections established as necessary to focus on various topical issues that emerge in practice of business administration.,Admission to the MBA program or permission of the program director.,LEC,3,0,"Spring, Summer",,Graduate Special.,
MBA796,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305202,2016-2017,MBA 796,Directed Studies in Business Administration,3-Jan,Repeatable within Degree for Credit,School of Business,"ÊFocuses on using basic concepts of accounting and financial management to make investment, credit, and operating decisions for an organization. Emphasizes financial reports to aid planning and control of organizational activities.Equivalent to MSOM 300 (2014-2015 Catalog).",Admission to the MBA or MSA program or permission of the program director.,IND,1,0,,May be repeated for up to 3 credits.,,
MBA797,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305203,2016-2017,MBA 797,Special Topics in Business,3-Jan,Repeatable within Term for Credit,School of Business,"ÊIntroduces key issues in management, organizational behavior, and human resource management. Special attention to best practices used by effective managers.Equivalent to MSOM 301 (2014-2015 Catalog).",Admission to the MBA program or permission of the program director.,LEC,3,0,"Fall, Spring, Summer",,Graduate Special.,
MBUS300,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305261,2016-2017,MBUS 300,Accounting in a Global Economy,3,Not Repeatable for Credit,School of Business,"ÊProvides overview of strategic role of information, need for information systems, organizing information, integration of information systems in management processes and decision making, and related discussions in electronic commerce.Equivalent to MSOM 302 (2014-2015 Catalog).",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring, Summer",May not be taken for credit by School of Business majors. Students who have received credit for both ACCT 203 and FNAN 303 cannot also receive credit for MSOM 300 or MBUS 300.,,
MBUS301,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305262,2016-2017,MBUS 301,Managing People and Organizations in a Global Economy,3,Not Repeatable for Credit,School of Business,"ÊPresents marketing principles, concepts, strategies, and analytical tools used by profit and nonprofit organizations to market ideas, products, and services to selected target groups. Emphasizes how to develop, promote, distribute, and price firm's offerings in dynamic economic, social, political, and global environment.Equivalent to MSOM 303 (2014-2015 Catalog).",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring, Summer",May not be taken for credit by School of Business majors. Students cannot receive credit for both MGMT 301 and MBUS 301.,,
MBUS302,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305263,2016-2017,MBUS 302,Managing Information in a Global Economy,3,Not Repeatable for Credit,School of Business,"ÊExplores behaviors required to successfully launch a new business, tools to identify and evaluate opportunities, and the issues critical to a new firm. Issues include organizational structure, effective marketing strategy, operational logistics, legal issues, financial projections, financing options, and available support structures.Equivalent to MSOM 304 (2014-2015 Catalog).",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring, Summer",May not be taken for credit by School of Business majors. Students cannot receive credit for both MIS 301 and MBUS 302.,,
MBUS303,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305264,2016-2017,MBUS 303,Marketing in a Global Economy,3,Not Repeatable for Credit,School of Business,"ÊMultidisciplinary approach to global economy from the viewpoint of managing international business. Introduces various aspects of managing business in a global economy including theories and practices of international trade, investment, and business strategies.Fulfills Mason Core requirement in Global Understanding.",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring, Summer",May not be taken for credit by School of Business majors. Students cannot receive credit for both MKTG 303 and MBUS 303.,,
MBUS304,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305265,2016-2017,MBUS 304,Entrepreneurship: Starting and Managing a New Enterprise,3,Not Repeatable for Credit,School of Business,"ÊIntroduces project management and operations management concepts and tools including project planning, scheduling, monitoring, and control; process design, selection and improvement; supply chain management; inventory management; and quality assurance.Equivalent to MSOM 306 (2014-2015 Catalog).",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring, Summer",May not be taken for credit by School of Business majors.,,
MBUS305,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305266,2016-2017,MBUS 305,Introduction to International Business,3,Not Repeatable for Credit,School of Business,ÊThis course explores the government procurement process and contracting from the perspective of marketers and contractors engaged in the federal community. Students will review and analyze the procurement practices of major government contractors and seek to understand the challenges associated with conducting business with the United States government.Equivalent to MSOM 307 (2014-2015 Catalog0.,Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring, Summer",May not be taken for credit by School of Business majors.,,
MBUS306,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305267,2016-2017,MBUS 306,Managing Projects and Operations,3,Not Repeatable for Credit,School of Business,"ÊPresents an introduction to corporate finance and investment topics within an international context and emphasis on time-value of money, interest rates, stock and bond valuation, and the risk/return relationship in financial markets.",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring",May not be taken for credit by School of Business students. Students cannot receive credit for both OM 303 and MBUS 306.,,
MBUS307,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308282,2016-2017,MBUS 307,Marketing to the Federal Government,3,Not Repeatable for Credit,School of Business,ÊTopics related to a minor in businessÊwill vary on theÊfocus of the course and by discipline.Equivalent to MSOM 491 (2014-2015 Catalog).,Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring",May not be taken for credit by School of Business majors.,,
MBUS308,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=317983,2016-2017,MBUS 308,Corporate Finance and Investments in a Global Economy,3,Not Repeatable for Credit,School of Business,"ÊThis course provides students with experiences in algorithmic thinking, visualization and communications. An essential component of this course is preparation of students for the National Academy of Engineering Grand Challenge Scholars Program.",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Summer, Spring",,,
MBUS491,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305268,2016-2017,MBUS 491,Special Topics: Business Minor,3,Repeatable within Degree for Credit,School of Business,"ÊAn initial course in applied vector mechanics with emphasis on static equilibrium. Topics include forces, moments, couples, equivalent force-couple systems, centroids, distributed forces, and Coulomb friction. The application of the free body diagram in the analysis of static equilibrium of frames, machines and trusses is stressed.",Completion of 30 credits (sophomore standing).,LEC,3,0,"Fall, Spring",May not be taken for credit by School of Business majors.,,
ME151,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308738,2016-2017,ME 151,Practicum in Engineering,2,Limited to 2 Attempts,Mechanical Engineering,"ÊA first course in mechanics of deformable bodies with emphasis on the engineering approach to the responses of these bodies to various types of loadings. Topics include stress-strain relationships, stress-strain analysis, stress and strain transformation (Mohr's circle), load-deflection, bending, torsion, buckling, and thermal effects.Equivalent to CEIE 310.",,LAB,0,2,Spring,,,
ME211,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308408,2016-2017,ME 211,Statics,3,Limited to 2 Attempts,Mechanical Engineering,"ÊA basic thermodynamics course in which the first and second laws of thermodynamics are studied primarily from the classical macroscopic viewpoint and applied to both closed and open systems. Working substances include perfect gases, real gases and vapors in addition to solids and liquids.Equivalent to ENGR 307 (2013-2014 Catalog).",C or better in PHYS 160 and PHYS 161.,LEC,3,0,"Fall, Spring",,,
ME212,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308406,2016-2017,ME 212,Solid Mechanics,3,Limited to 2 Attempts,Mechanical Engineering,"ÊA course in classical vector dynamics. Topics include vector algebra and calculus, kinematics and kinetics of particles and rigid bodies, as well as energy and momentum methods. Extensive problem solving involving particle and rigid body motion is required.",C or better in ME 211.,LEC,3,0,"Fall, Spring",,,MATH 214.
ME221,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308405,2016-2017,ME 221,Thermodynamics,3,Limited to 2 Attempts,Mechanical Engineering,ÊExperimental measurements in solid mechanics and materials science. Involves technical report writing.,Grade of C or better in MATH 113 and sophomore standing.,LEC,3,0,"Fall, Spring",,,MATH 214.
ME231,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308404,2016-2017,ME 231,Dynamics,3,Limited to 2 Attempts,Mechanical Engineering,"ÊAn introductory course in physical and mechanical properties of engineering design materials, ceramics and plastics, their structures, use in engineering applications and failure phenomena.",C or better in ME 211.,LEC,3,0,"Fall, Spring",,,MATH 214.
ME311,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308641,2016-2017,ME 311,Mechanical Experimentation I,1,Limited to 2 Attempts,Mechanical Engineering,ÊExperimental measurements in fluid mechanics and heat transfer. Involves technical report writing.,C or better in ME 212.,LAB,0,3,"Fall, Spring",,,ME 313.
ME313,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308393,2016-2017,ME 313,Material Science,3,Limited to 2 Attempts,Mechanical Engineering,ÊAn introductory course in fluid dynamics stressing both the integral and differential forms of the conservation laws of fluid flow. Engineering applications are made to hydrostatics and to ideal and real fluid flows.,C or better in CHEM 251.,LEC,3,2,"Fall, Spring",,,
ME321,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308642,2016-2017,ME 321,Mechanical Experimentation II,1,Limited to 2 Attempts,Mechanical Engineering,"ÊStudy of thermal radiation, steady and transient conduction, laminar and turbulent convection, internal and external flow, boundary layers and empirical correlations. Applications address fins, nuclear reactor cooling, heat exchangers and interactive computing.",C or better in ME 322.,LAB,0,3,"Fall, Spring",,,ME 323.
ME322,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308403,2016-2017,ME 322,Fluid Mechanics,3,Limited to 2 Attempts,Mechanical Engineering,"ÊFundamentals of mechanical design. Introduction to the fundamentals of static and fatigue failure theories, design of basic machine elements such as fasteners, bearings, gearing and shafts. Builds on the fundamentals of design introduced in earlier courses by introducing the concepts of customer requirements, specification development, reverse engineering, functional decomposition, and design for manufacturing.",C or better in ME 221.,LEC,3,0,"Fall, Spring",,,
ME323,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308402,2016-2017,ME 323,Heat Transfer,3,Limited to 2 Attempts,Mechanical Engineering,"ÊA study of equipment which operates on principles of thermodynamics and fluid mechanics is used to reinforce analyses and design of gas and vapor power cycles, refrigeration and air conditioning, propulsion systems, combustion, energy conversion and compressible flow.",C or better in ME 322.,LEC,3,0,"Fall, Spring",,,
ME341,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308712,2016-2017,ME 341,Design of Mechanical Elements,3,Limited to 2 Attempts,Mechanical Engineering,"ÊSurvey of advanced mathematics topics needed in the study of engineering. Topics include vector differential and integral calculus, matrix analysis, partial differential equations, complex variables, numerical methods, data analysis using statistics and probability theory.",C or better in ME 212.,LEC,3,0,"Fall, Spring",,,
ME342,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308710,2016-2017,ME 342,Design of Thermal Systems,3,Limited to 2 Attempts,Mechanical Engineering,"ÊIntroduces students to the concept of entrepreneurship and how to translate technical skill sets to commercial success. Topics include creating a business plan, pitching ideas, risk mitigation, and selecting investment alternatives. Emerging technology related to Mechanical Engineering will be analyzed in this context.",C or better in ME 221.,LEC,3,0,"Fall, Spring",,,
ME351,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308392,2016-2017,ME 351,Analytical Methods in Engineering,3,Limited to 2 Attempts,Mechanical Engineering,"ÊSurveys selected manufacturing processes including rapid prototyping, metal cutting and machining, casting and molding, and thermoforming. Considers selection and use of engineering materials, including composites. Explores the use of Computer Numerical Control (CNC) machine tools for automated component design. Uses a computer-aided design (CAD) and computer-aided manufacturing (CAM) system to design and analyze a mechanical system.",C or better in MATH 214.,LEC,3,0,"Fall, Spring",,,
ME352,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308401,2016-2017,ME 352,Entrepreneurship in Engineering,3,Limited to 2 Attempts,Mechanical Engineering,"ÊA first course which deals with the mathematical modeling of dynamic systems and response analysis of these systems. Topics include state variable and transfer functions, mathematical analysis of systems response, and the use of computational tools for modeling, design, and simulation.Equivalent to ME 380 (2013-2014 Catalog)",Completion of at least 15 credits hours in major courses.,LEC,3,0,"Fall, Spring",,,
ME368,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308135,2016-2017,ME 368,Manufacturing,3,Limited to 2 Attempts,Mechanical Engineering,"ÊIntroduces fundamentals of feedback and modern control theory. Topics include analysis of mechanical and thermal systems by root locus and frequency response techniques. Use of sensors and transducers in control systems, data acquisition and analysis.",C or higher in ME 341.,LEC,3,0,"Fall, Spring",,,
ME431,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308399,2016-2017,ME 431,Systems Dynamics,3,Limited to 2 Attempts,Mechanical Engineering,"ÊThe first course in a two-semester capstone design sequence. Topics include the engineering design process, project management, codes and standards, engineering ethics, and computer-aided design. Students form design teams, select a capstone design project and progress through the proposal and preliminary design stages of the project. The capstone design project continues in ME 444.Equivalent to ME 360 (2013-2014 Catalog).","C or higher in ME 231, PHYS 260/261.",LEC,3,0,Spring,,,
ME432,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308398,2016-2017,ME 432,Control Engineering,4,Limited to 2 Attempts,Mechanical Engineering,"ÊThe second of the two-semester capstone design course sequence. Students continue with concept selection, detail design, prototyping and evaluation of their major design projects. Formal presentations and reports are prepared to review and document the designs.",Grade of C or better in ME 351.,LEC,3,0,Spring,,,
ME443,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308395,2016-2017,ME 443,Mechanical Design I,3,Limited to 2 Attempts,Mechanical Engineering,"ÊA course which highlights, through speakers, discussions and workshops, the professional responsibility of a being mechanical engineer. Additional topics that will be covered include ethical issues, current events and trends in the profession. Engineering case studies will be explored.",Grade of C or better in ME 323.,LEC,3,0,Fall,,,
ME444,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308394,2016-2017,ME 444,Mechanical Design II,3,Limited to 2 Attempts,Mechanical Engineering,ÊDirected self-study of topics of special interest.,C or better in ME 443.,RCT,3,0,Spring,,,
ME453,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308407,2016-2017,ME 453,Developing the Societal Engineer,2,Limited to 2 Attempts,Mechanical Engineering,ÊTopics of special interest to undergraduates.,,LEC,2,0,Fall,,,ME 443.
ME498,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308643,2016-2017,ME 498,Independent Study in Mechanical Engineering,0-3,Repeatable within Term for Credit,Mechanical Engineering,"ÊIntroduces the interdisciplinary study of the Middle East and the Islamic world through an examination of recent seminal works and debates in the field representing the disciplinary perspectives of history, religious studies, political science, and sociology.",Permission of instructor.,IND,3,0,"Fall, Summer, Spring",May be repeated for maximum 6 credits,,
ME499,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308711,2016-2017,ME 499,Special Topics in Mechanical Engineering,0-4,Repeatable within Term for Credit,Mechanical Engineering,"ÊInternship credit for completion of Middle East and/or Islamic studies related work at an approved government, nonprofit, or private institution.",,LEC,1,0,"Fall, Spring",May be repeated for maximum 9 credits if topics substantially differ.,,
MEIS500,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308152,2016-2017,MEIS 500,Critical Issues and Debates in Middle East and Islamic Studies,3,Not Repeatable for Credit,Middle East and Islamic Studies,ÊDirected readings in the field of Middle East and Islamic Studies.,,SEM,3,0,Fall,,,
MEIS794,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308894,2016-2017,MEIS 794,Graduate Internship in Middle East and Islamic Studies,3,Not Repeatable for Credit,Middle East and Islamic Studies,ÊResearch project related to Middle East and Islamic studies taken under supervision of faculty adviser.,MEIS 500; HIST 575; RELI 644,INT,3,,,,,
MEIS796,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308895,2016-2017,MEIS 796,Directed Readings in Middle East and Islamic Studies,3,Repeatable within Degree for Credit,Middle East and Islamic Studies,ÊOriginal research and thesis writing for students in the Middle East and Islamic Studies MA program.,"MEIS 500, RELI 644, HIST 575",IND,3,,,May be repeated for a maximum of 6 credits.,,
MEIS798,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308896,2016-2017,MEIS 798,Research Project in Middle East and Islamic Studies,3,Not Repeatable for Credit,Middle East and Islamic Studies,"School of Business students will not be permitted to make more than three attempts to achieve a C or higher in MGMT 301. Those who do not successfully complete this course within three attempts will be terminated from their major and will not be eligible to receive a degree from the School of Business. For more information about this, see the ",Completion of 21 credit hours towards MA in Middle East and Islamic Studies degree; satisfactory completion of a research methods course approved as a core course for the MA MEIS.,IND,3,0,,,Satisfactory/No Credit,
MEIS799,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308119,2016-2017,MEIS 799,Thesis Research and Writing in Middle East and Islamic Studies,6-Jan,Repeatable within Degree for Credit,Middle East and Islamic Studies,Termination from the Major,"Completion of MEIS 500, HIST 535, GOVT 731, GOVT 733, RELI 644; and 27 credit hours toward MA in MEIS degree; permission of MEIS director.",IND,,,,,Satisfactory/No Credit,
MGMT301,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305204,2016-2017,MGMT 301,People and Organizations,3,Limited to 3 Attempts,School of Business, section under ÊEquivalent to MGMT 313.,Sophomore standing.,"LEC, RCT",3,0,"Fall, Spring, Summer",Students cannot receive credit for both MGMT 301 and MGMT 313. This course will not meet School of Business requirements for students with a catalog year Fall 2015 or forward.,,
MGMT303,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308772,2016-2017,MGMT 303,Principles of Management,3,Limited to 3 Attempts,School of Business,"ÊExamines managerial work under range of business models and rapidly changing business conditions. Managerial functions and activities including planning, organizing, balancing conflicting demands, leading and controlling are examined in depth and in context of current organizational examples. Discuss variety of pressures contemporary managers face; clients and competitors, leaders above and colleagues that report to you, organizational demands and personal goals.",Grade of C or higher in each of the following courses:,"LEC, RCT",3,0,"Fall, Summer, Spring",Students cannot receive credit for both MGMT 301 and MGMT 303.,,
MGMT312,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305205,2016-2017,MGMT 312,Principles and Practices of Management,3,Not Repeatable for Credit,School of Business,"ÊBuilds on fundamental theories and concepts learned in MGMT 301 by examining the nature of managerial work under a range of business models and under rapidly changing business conditions. Managerial functions and activities such as planning, strategizing, organizing, controlling, and directing are examined in depth and in the context of current organizational examples and scenarios.",C or higher in MGMT 301 and degree status.,LEC,3,0,"Fall, Spring",,,
MGMT313,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308773,2016-2017,MGMT 313,Organizational Behavior,3,Not Repeatable for Credit,School of Business,"ÊCourse expands management knowledge through defined focus on organizational behavior (OB). OB is field of study aimed at predicting, explaining, understanding and changing human behavior as it's reflected in organizations. Science of OB is interdisciplinary in nature and draws from psychology, sociology, social psychology, and group dynamics. Course explores dynamics between individual and organization through this behavioral science lens.Fulfills writing intensive requirement in the major.Equivalent to MGMT 301.",Grade of C or higher in MGMT 303. Degree status.,LEC,3,0,"Fall, Summer, Spring",Students cannot receive credit for both MGMT 301 and MGMT 313.,,
MGMT321,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305206,2016-2017,MGMT 321,Introduction to Human Resource Management,3,Not Repeatable for Credit,School of Business,"ÊThe field of human resource management examines what can or should be done to make workers more productive and satisfied. The course builds on MGMT 301 by introducing key concepts and techniques that managers need to attract, retain, develop, compensate, and motivate quality talent. Also emphasizes legal and ethical considerations in human resource management.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT412,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305207,2016-2017,MGMT 412,Diversity in Organizations,3,Not Repeatable for Credit,School of Business,"ÊBuilds on MGMT 303 by emphasizing intrapersonal, interpersonal, organizational, and societal phenomena relevant to issues of diversity. Examines phenomena and processes in general and with regard to specific dimensions such as gender, race, and ability. Designed to increase students' knowledge of diversity in organizations, understanding ofÊothers' perspectives, and ability to work well with people who differ from themselves.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT413,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305208,2016-2017,MGMT 413,Organizational Development and Management Consulting,3,Not Repeatable for Credit,School of Business,"ÊIntroduces theory and practice of organization development. Assumes some basic knowledge of organizational behavior, and addresses how to use knowledge about organizations to change them. Focuses on ways of understanding organizations with attention to theoretical underpinnings of field and diagnostic models, and processes for entering organizations. Later sessions focus on contracting, data collection, organizational diagnosis, data feedback, and change technologies.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT421,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305209,2016-2017,MGMT 421,Advanced Human Resource Management,3,Not Repeatable for Credit,School of Business,"ÊBuilds on MGMT 321 by using a case-based approach to deepen understanding of HRM practices. Students conduct projects requiring application of strategic HR processes. Includes discussion of advanced topics not thoroughly covered in MGMT 321. Relevant for management majors, particularly those seeking a human resource management career. Helps prepare for SHRM Professional in Human Resources certification exam.","Grade of C or higher in MGMT 301 or MGMT 303 and MGMT 321, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT431,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305210,2016-2017,MGMT 431,The Legal Environment for Employee and Labor Relations,3,Not Repeatable for Credit,School of Business,"ÊExamines the legal aspects of employee and labor relations from a managerial perspective.Ê Topics include the employment at will doctrine; wrongful discharge; federal and state employment discrimination legislation; and regulation of employee welfare.Ê Includes lectures, cases, readings.Ê","Grade of C or higher in BULE 302 or BULE 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT441,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308774,2016-2017,MGMT 441,International Strategy,3,Not Repeatable for Credit,School of Business,"ÊCourse focuses on seven inter-related pillars underpinning international strategy and these areas are: global environment and marketplace, global competitiveness and manufacturing including role of USA, global macroeconomics and financial infrastructure, global management approaches and management of transnational firms, new forces that shape global strategy , and globalizations lessons learned and its limitations.",Grade of C or higher in MGMT 301 or MGMT 303. Degree status.,LEC,3,0,,,,
MGMT451,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305211,2016-2017,MGMT 451,Introduction to Entrepreneurship,3,Not Repeatable for Credit,School of Business,"ÊProvides students an introduction to key concepts, methods, and frameworks of innovation and entrepreneurship. The experiential component of the course will be supplemented by readings, written work and presentations, and classroom discussion. The course will explore and explain the importance of entrepreneurship, entrepreneurs, and their firms in addition to allowing students to experiment with various entrepreneurial concepts and activities.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT452,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308775,2016-2017,MGMT 452,Experiential Entrepreneurship,3,Not Repeatable for Credit,School of Business,"ÊProvides students opportunity to experience entrepreneurship at advanced level through hands on development of a new firm, product or service. Students identify an innovative opportunity to work on or will work with local startup or organization developing innovative new product or service. Focuses on opportunity recognition and execution and introduces students to day to day experience of innovators and entrepreneurs.","Grade of C or higher in MGMT 451, MBUS 304 or IT 495.",LEC,3,0,,,,
